Date,Return
04/01/2010,0.00296
03/31/2010,0.00072
03/30/2010,0.00757
03/29/2010,-0.00043
03/26/2010,-0.00034
03/25/2010,0.00996
03/24/2010,0.01517
03/23/2010,-0.01525
03/22/2010,-0.00446
03/19/2010,-0.01130
03/18/2010,0.00149
03/17/2010,0.00064
03/16/2010,0.00359
03/15/2010,-0.02823
03/12/2010,-0.00275
03/11/2010,0.00814
03/10/2010,0.02903
03/09/2010,-0.00407
03/08/2010,-0.00307
03/05/2010,0.01735
03/04/2010,0.01700
03/03/2010,0.00787
03/02/2010,0.01571
03/01/2010,0.01118
02/26/2010,0.00070
02/25/2010,-0.00948
02/24/2010,-0.00673
02/23/2010,-0.01424
02/22/2010,0.00377
02/19/2010,-0.00453
02/18/2010,0.00931
02/17/2010,-0.00571
02/16/2010,0.01534
02/12/2010,-0.00611
02/11/2010,0.00365
02/10/2010,-0.00371
02/09/2010,0.00557
02/08/2010,0.00410
02/05/2010,0.00856
02/04/2010,-0.02596
02/03/2010,0.01826
02/02/2010,-0.00356
02/01/2010,0.00581
01/29/2010,-0.00814
01/28/2010,-0.01441
01/27/2010,-0.00059
01/26/2010,0.00448
01/25/2010,-0.01820
01/22/2010,-0.05655
01/21/2010,0.00443
01/20/2010,-0.01227
01/19/2010,0.01314
01/15/2010,-0.01670
01/14/2010,0.00470
01/13/2010,-0.00574
01/12/2010,-0.01768
01/11/2010,-0.00151
01/08/2010,0.01333
01/07/2010,-0.02328
01/06/2010,-0.02521
01/05/2010,-0.00440
01/04/2010,0.01092
12/31/2009,-0.00442
12/30/2009,0.00538
12/29/2009,-0.00557
12/28/2009,0.00710
12/24/2009,0.01112
12/23/2009,0.01757
12/22/2009,0.00408
12/21/2009,0.00379
12/18/2009,0.00418
12/17/2009,-0.00639
12/16/2009,0.00779
12/15/2009,-0.00435
12/14/2009,0.00884
12/11/2009,-0.00167
12/10/2009,0.00421
12/09/2009,0.00336
12/08/2009,0.00136
12/07/2009,0.00212
12/04/2009,-0.00125
12/03/2009,-0.00301
12/02/2009,-0.00400
12/01/2009,0.01178
11/30/2009,0.00559
11/27/2009,-0.01021
11/25/2009,0.00454
11/24/2009,0.00127
11/23/2009,0.02174
11/20/2009,-0.00529
11/19/2009,-0.00635
11/18/2009,-0.00145
11/17/2009,0.00210
11/16/2009,0.00739
11/13/2009,0.00740
11/12/2009,-0.00475
11/11/2009,0.00670
11/10/2009,0.00756
11/09/2009,0.02070
11/06/2009,0.00447
11/05/2009,0.01540
11/04/2009,0.00566
11/03/2009,0.00618
11/02/2009,-0.00397
10/30/2009,-0.02709
10/29/2009,0.01990
10/28/2009,-0.01457
10/27/2009,-0.01068
10/26/2009,0.00094
10/23/2009,-0.00072
10/22/2009,0.00543
10/21/2009,-0.00112
10/20/2009,-0.00067
10/19/2009,0.00407
10/16/2009,0.03763
10/15/2009,-0.01011
10/14/2009,0.01751
10/13/2009,0.00395
10/12/2009,0.01509
10/09/2009,0.00403
10/08/2009,-0.00649
10/07/2009,0.03769
10/06/2009,0.02092
10/05/2009,0.00813
10/02/2009,-0.00538
10/01/2009,-0.01744
09/30/2009,-0.00538
09/29/2009,0.00000
09/28/2009,0.01228
09/25/2009,-0.00864
09/24/2009,-0.00339
09/23/2009,-0.00120
09/22/2009,0.00414
09/21/2009,0.01127
09/18/2009,-0.00053
09/17/2009,0.00702
09/16/2009,0.02251
09/15/2009,0.00509
09/14/2009,0.00631
09/11/2009,0.00255
09/10/2009,0.01502
09/09/2009,0.01167
09/08/2009,-0.00581
09/04/2009,0.00826
09/03/2009,0.00996
09/02/2009,-0.00603
09/01/2009,-0.01280
08/31/2009,-0.00663
08/28/2009,-0.00281
08/27/2009,-0.00415
08/26/2009,-0.00715
08/25/2009,0.00563
08/24/2009,0.00750
08/21/2009,0.01049
08/20/2009,0.03703
08/19/2009,-0.00294
08/18/2009,0.00088
08/17/2009,-0.03285
08/14/2009,-0.00493
08/13/2009,0.00807
08/12/2009,0.01022
08/11/2009,-0.00585
08/10/2009,-0.00107
08/07/2009,0.01497
08/06/2009,-0.00173
08/05/2009,-0.00571
08/04/2009,0.00336
08/03/2009,0.02067
07/31/2009,-0.00581
07/30/2009,0.02155
07/29/2009,-0.00821
07/28/2009,-0.01113
07/27/2009,-0.00430
07/24/2009,0.02145
07/23/2009,0.02256
07/22/2009,-0.00049
07/21/2009,-0.00528
07/20/2009,-0.00019
07/17/2009,-0.02790
07/16/2009,0.01011
07/15/2009,0.03174
07/14/2009,0.00092
07/13/2009,0.02389
07/10/2009,0.00977
07/09/2009,0.01963
07/08/2009,0.01477
07/07/2009,-0.03169
07/06/2009,0.00274
07/02/2009,-0.02506
07/01/2009,-0.00617
06/30/2009,-0.00601
06/29/2009,-0.00277
06/26/2009,0.02297
06/25/2009,0.01583
06/24/2009,0.00890
06/23/2009,-0.00410
06/22/2009,-0.03033
06/19/2009,0.01456
06/18/2009,-0.00265
06/17/2009,-0.00202
06/16/2009,-0.00185
06/15/2009,-0.01900
06/12/2009,-0.00970
06/11/2009,-0.00832
06/10/2009,-0.00693
06/09/2009,-0.00718
06/08/2009,-0.01249
06/05/2009,0.00918
06/04/2009,0.01999
06/03/2009,0.00759
06/02/2009,0.00431
06/01/2009,0.02236
05/29/2009,0.01664
05/28/2009,0.01193
05/27/2009,0.00297
05/26/2009,0.02760
05/22/2009,-0.00757
05/21/2009,-0.00171
05/20/2009,-0.00426
05/19/2009,0.00514
05/18/2009,0.01754
05/15/2009,0.00645
05/14/2009,-0.00524
05/13/2009,-0.02373
05/12/2009,-0.02199
05/11/2009,0.00160
05/08/2009,0.02703
05/07/2009,-0.01700
05/06/2009,0.00119
05/05/2009,0.00251
05/04/2009,0.02106
05/01/2009,-0.00576
04/30/2009,0.01150
04/29/2009,0.02022
04/28/2009,-0.00580
04/27/2009,-0.00909
04/24/2009,0.01248
04/23/2009,0.00216
04/22/2009,0.00627
04/21/2009,0.00572
04/20/2009,-0.03299
04/17/2009,0.00900
04/16/2009,0.02435
04/15/2009,0.02871
04/14/2009,-0.02433
04/13/2009,0.01506
04/09/2009,0.02901
04/08/2009,0.00934
04/07/2009,-0.02604
04/06/2009,-0.00416
04/03/2009,0.02008
04/02/2009,0.02375
04/01/2009,0.01732
03/31/2009,0.01567
03/30/2009,-0.01441
03/27/2009,-0.01582
03/26/2009,0.02680
03/25/2009,-0.00893
03/24/2009,-0.00410
03/23/2009,0.05585
03/20/2009,0.00067
03/19/2009,-0.00949
03/18/2009,-0.00668
03/17/2009,0.04895
03/16/2009,-0.01458
03/13/2009,0.00275
03/12/2009,0.01768
03/11/2009,0.03161
03/10/2009,0.05940
03/09/2009,-0.05730
03/06/2009,0.00959
03/05/2009,-0.04164
03/04/2009,-0.02015
03/03/2009,-0.00514
03/02/2009,-0.03204
02/27/2009,0.00240
02/26/2009,-0.01305
02/25/2009,-0.01103
02/24/2009,0.04663
02/23/2009,-0.04731
02/20/2009,0.01112
02/19/2009,-0.02965
02/18/2009,0.03050
02/17/2009,-0.04199
02/13/2009,-0.01479
02/12/2009,0.01399
02/11/2009,-0.00131
02/10/2009,-0.05349
02/09/2009,0.02017
02/06/2009,0.04964
02/05/2009,0.03125
02/04/2009,0.00749
02/03/2009,-0.00035
02/02/2009,0.00603
01/30/2009,-0.01395
01/29/2009,-0.01534
01/28/2009,0.05186
01/27/2009,0.02350
01/26/2009,-0.00256
01/23/2009,0.05938
01/22/2009,0.01128
01/21/2009,0.07190
01/20/2009,-0.05646
01/16/2009,0.00227
01/15/2009,-0.00658
01/14/2009,-0.04247
01/13/2009,0.00521
01/12/2009,-0.00755
01/09/2009,-0.03112
01/08/2009,0.00988
01/07/2009,-0.03607
01/06/2009,0.01832
01/05/2009,0.02094
01/02/2009,0.04443
12/31/2008,0.01498
12/30/2008,0.01913
12/29/2008,-0.00979
12/26/2008,-0.00855
12/24/2008,0.01654
12/23/2008,0.00306
12/22/2008,-0.04211
12/19/2008,-0.00035
12/18/2008,-0.01573
12/17/2008,-0.03087
12/16/2008,0.04703
12/15/2008,-0.01612
12/12/2008,0.05176
12/11/2008,-0.02785
12/10/2008,0.00931
12/09/2008,0.01278
12/08/2008,0.06381
12/05/2008,0.03518
12/04/2008,-0.01822
12/03/2008,0.01570
12/02/2008,0.03429
12/01/2008,-0.09206
11/28/2008,0.00298
11/26/2008,0.03560
11/25/2008,0.09560
11/24/2008,-0.01901
11/21/2008,0.01106
11/20/2008,-0.07360
11/19/2008,-0.05797
11/18/2008,-0.00900
11/17/2008,-0.03193
11/14/2008,-0.00660
11/13/2008,0.07244
11/12/2008,-0.06569
11/11/2008,-0.02296
11/10/2008,-0.03733
11/07/2008,-0.00024
11/06/2008,-0.03220
11/05/2008,-0.06731
11/04/2008,0.05902
11/03/2008,-0.03581
10/31/2008,-0.00092
10/30/2008,0.00472
10/29/2008,-0.02915
10/28/2008,0.11915
10/27/2008,-0.02888
10/24/2008,-0.03698
10/23/2008,-0.00942
10/22/2008,-0.01952
10/21/2008,-0.04368
10/20/2008,0.01820
10/17/2008,0.05529
10/16/2008,0.04083
10/15/2008,-0.06490
10/14/2008,-0.04806
10/13/2008,0.14765
10/10/2008,0.00918
10/09/2008,-0.02700
10/08/2008,-0.02283
10/07/2008,-0.06789
10/06/2008,-0.04058
10/03/2008,-0.00917
10/02/2008,-0.05156
10/01/2008,0.02796
09/30/2008,0.05123
09/29/2008,-0.11609
09/26/2008,-0.01947
09/25/2008,0.01032
09/24/2008,0.01360
09/23/2008,-0.00202
09/22/2008,-0.04232
09/19/2008,0.02293
09/18/2008,0.05933
09/17/2008,-0.06421
09/16/2008,0.02091
09/15/2008,-0.00868
09/12/2008,0.00901
09/11/2008,0.04730
09/10/2008,-0.01075
09/09/2008,-0.00307
09/08/2008,-0.05470
09/05/2008,-0.01335
09/04/2008,-0.03047
09/03/2008,-0.00181
09/02/2008,0.00423
08/29/2008,-0.02214
08/28/2008,0.01110
08/27/2008,-0.01177
08/26/2008,-0.01832
08/25/2008,-0.01545
08/22/2008,0.00834
08/21/2008,0.00315
08/20/2008,-0.01121
08/19/2008,-0.01565
08/18/2008,-0.02323
08/15/2008,0.00922
08/14/2008,0.01092
08/13/2008,-0.00513
08/12/2008,0.00353
08/11/2008,0.01178
08/08/2008,0.03316
08/07/2008,-0.01485
08/06/2008,0.01353
08/05/2008,0.03639
08/04/2008,-0.01039
08/01/2008,-0.01243
07/31/2008,-0.01854
07/30/2008,-0.00085
07/29/2008,0.01255
07/28/2008,-0.03020
07/25/2008,0.03440
07/24/2008,-0.02780
07/23/2008,0.02538
07/22/2008,0.01773
07/21/2008,-0.02601
07/18/2008,-0.09771
07/17/2008,-0.00403
07/16/2008,0.03780
07/15/2008,-0.01060
07/14/2008,-0.02282
07/11/2008,-0.01252
07/10/2008,-0.00181
07/09/2008,-0.02341
07/08/2008,0.01953
07/07/2008,0.01287
07/03/2008,0.01890
07/02/2008,-0.01438
07/01/2008,0.01579
06/30/2008,-0.00312
06/27/2008,-0.00142
06/26/2008,-0.04025
06/25/2008,0.01604
06/24/2008,-0.00534
06/23/2008,-0.00223
06/20/2008,-0.02458
06/19/2008,-0.00388
06/18/2008,-0.01243
06/17/2008,-0.00585
06/16/2008,0.00227
06/13/2008,0.03357
06/12/2008,0.01421
06/11/2008,-0.01619
06/10/2008,-0.00663
06/09/2008,-0.01610
06/06/2008,-0.03292
06/05/2008,0.02461
06/04/2008,0.00867
06/03/2008,-0.01339
06/02/2008,-0.01844
05/30/2008,0.00480
05/29/2008,0.02597
05/28/2008,0.01309
05/27/2008,0.02989
05/23/2008,-0.00881
05/22/2008,-0.00096
05/21/2008,-0.04945
05/20/2008,0.00187
05/19/2008,-0.00440
05/16/2008,-0.00160
05/15/2008,0.00816
05/14/2008,-0.01149
05/13/2008,-0.00332
05/12/2008,0.02048
05/09/2008,-0.01683
05/08/2008,0.00693
05/07/2008,-0.01255
05/06/2008,-0.01436
05/05/2008,0.02341
05/02/2008,-0.01988
05/01/2008,0.03272
04/30/2008,0.02833
04/29/2008,0.01150
04/28/2008,0.01481
04/25/2008,0.00188
04/24/2008,-0.00631
04/23/2008,-0.01533
04/22/2008,0.03200
04/21/2008,-0.00300
04/18/2008,0.19992
04/17/2008,-0.01207
04/16/2008,0.01833
04/15/2008,-0.01067
04/14/2008,-0.01266
04/11/2008,-0.02479
04/10/2008,0.01053
04/09/2008,-0.00774
04/08/2008,-0.01890
04/07/2008,0.01216
04/04/2008,0.03509
04/03/2008,-0.02272
04/02/2008,-0.00002
04/01/2008,0.05730
03/31/2008,0.00546
03/28/2008,-0.01351
03/27/2008,-0.03080
03/26/2008,0.01644
03/25/2008,-0.02123
03/24/2008,0.06230
03/20/2008,0.00359
03/19/2008,-0.01630
03/18/2008,0.04594
03/17/2008,-0.04122
03/14/2008,-0.01149
03/13/2008,0.00643
03/12/2008,0.00077
03/11/2008,0.06339
03/10/2008,-0.04553
03/07/2008,0.00150
03/06/2008,-0.03350
03/05/2008,0.00697
03/04/2008,-0.02718
03/03/2008,-0.03005
02/29/2008,-0.00886
02/28/2008,0.00535
02/27/2008,0.01868
02/26/2008,-0.04574
02/25/2008,-0.04206
02/22/2008,0.00982
02/21/2008,-0.01206
02/20/2008,0.00010
02/19/2008,-0.03906
02/15/2008,-0.00490
02/14/2008,-0.00443
02/13/2008,0.03191
02/12/2008,-0.00589
02/11/2008,0.00865
02/08/2008,0.02325
02/07/2008,0.00646
02/06/2008,-0.01004
02/05/2008,0.02295
02/04/2008,-0.03968
02/01/2008,-0.08577
01/31/2008,0.02924
01/30/2008,-0.00409
01/29/2008,-0.00982
01/28/2008,-0.01840
01/25/2008,-0.01408
01/24/2008,0.04715
01/23/2008,-0.06114
01/22/2008,-0.02649
01/18/2008,-0.00090
01/17/2008,-0.02461
01/16/2008,-0.03403
01/15/2008,-0.02473
01/14/2008,0.02439
01/11/2008,-0.01311
01/10/2008,-0.00991
01/09/2008,0.03407
01/08/2008,-0.02706
01/07/2008,-0.01180
01/04/2008,-0.04134
01/03/2008,0.00020
01/02/2008,-0.00910
12/31/2007,-0.01573
12/28/2007,0.00255
12/27/2007,-0.01421
12/26/2007,0.01443
12/24/2007,0.00580
12/21/2007,0.01015
12/20/2007,0.01819
12/19/2007,0.00597
12/18/2007,0.00616
12/17/2007,-0.03005
12/14/2007,-0.00589
12/13/2007,-0.00758
12/12/2007,0.00021
12/11/2007,-0.02675
12/10/2007,0.00497
12/07/2007,-0.00055
12/06/2007,0.02398
12/05/2007,0.02097
12/04/2007,0.00386
12/03/2007,-0.01655
11/30/2007,-0.00574
11/29/2007,0.00685
11/28/2007,0.02775
11/27/2007,0.01137
11/26/2007,-0.01581
11/23/2007,0.02450
11/21/2007,0.01847
11/20/2007,0.03625
11/19/2007,-0.01228
11/16/2007,0.00632
11/15/2007,-0.01875
11/14/2007,-0.02857
11/13/2007,0.04506
11/12/2007,-0.04804
11/09/2007,-0.04305
11/08/2007,-0.05335
11/07/2007,-0.01193
11/06/2007,0.02224
11/05/2007,0.02025
11/02/2007,0.01143
11/01/2007,-0.00536
10/31/2007,0.01760
10/30/2007,0.02288
10/29/2007,0.00686
10/26/2007,0.00911
10/25/2007,-0.01082
10/24/2007,0.00007
10/23/2007,0.03845
10/22/2007,0.00937
10/19/2007,0.00796
10/18/2007,0.00969
10/17/2007,0.02838
10/16/2007,-0.00663
10/15/2007,-0.02711
10/12/2007,0.02474
10/11/2007,-0.00542
10/10/2007,0.01660
10/09/2007,0.00912
10/08/2007,0.02621
10/05/2007,0.02594
10/04/2007,-0.00854
10/03/2007,-0.00063
10/02/2007,0.00316
10/01/2007,0.02694
09/28/2007,-0.00041
09/27/2007,-0.00116
09/26/2007,-0.00148
09/25/2007,0.00173
09/24/2007,0.01414
09/21/2007,0.01315
09/20/2007,0.01094
09/19/2007,0.02163
09/18/2007,0.01898
09/17/2007,-0.00652
09/14/2007,0.00757
09/13/2007,0.00408
09/12/2007,0.00253
09/11/2007,0.01331
09/10/2007,-0.00938
09/07/2007,-0.00797
09/06/2007,-0.00811
09/05/2007,0.00505
09/04/2007,0.01921
08/31/2007,0.00753
08/30/2007,-0.00289
08/29/2007,0.01280
08/28/2007,-0.01337
08/27/2007,-0.00338
08/24/2007,0.00549
08/23/2007,-0.00109
08/22/2007,0.01212
08/21/2007,0.01745
08/20/2007,-0.00424
08/17/2007,0.01733
08/16/2007,-0.01212
08/15/2007,-0.02173
08/14/2007,-0.01339
08/13/2007,-0.00048
08/10/2007,0.00198
08/09/2007,-0.02102
08/08/2007,0.01891
08/07/2007,0.01180
08/06/2007,0.01392
08/03/2007,-0.01567
08/02/2007,-0.00376
08/01/2007,0.00576
07/31/2007,-0.01184
07/30/2007,0.00824
07/27/2007,0.00766
07/26/2007,-0.00345
07/25/2007,-0.00825
07/24/2007,0.00291
07/23/2007,-0.01463
07/20/2007,-0.05190
07/19/2007,-0.00166
07/18/2007,-0.00991
07/17/2007,0.00363
07/16/2007,0.00150
07/13/2007,0.01252
07/12/2007,0.00158
07/11/2007,0.00208
07/10/2007,0.00144
07/09/2007,0.00586
07/06/2007,-0.00412
07/05/2007,0.01364
07/03/2007,0.00747
07/02/2007,0.01469
06/29/2007,-0.00440
06/28/2007,-0.00243
06/27/2007,-0.00749
06/26/2007,0.00538
06/25/2007,0.00465
06/22/2007,0.02114
06/21/2007,0.00812
06/20/2007,-0.00844
06/19/2007,-0.00173
06/18/2007,0.01840
06/15/2007,0.00607
06/14/2007,-0.00475
06/13/2007,0.00093
06/12/2007,-0.01285
06/11/2007,-0.00805
06/08/2007,0.00083
06/07/2007,-0.00616
06/06/2007,-0.00114
06/05/2007,0.02321
06/04/2007,0.01333
06/01/2007,0.00500
05/31/2007,-0.00138
05/30/2007,0.02359
05/29/2007,0.00742
05/25/2007,0.01937
05/24/2007,0.00076
05/23/2007,-0.00397
05/22/2007,0.01118
05/21/2007,0.00060
05/18/2007,-0.00136
05/17/2007,-0.00349
05/16/2007,0.03190
05/15/2007,-0.00819
05/14/2007,-0.01063
05/11/2007,0.01142
05/10/2007,-0.01658
05/09/2007,0.00523
05/08/2007,-0.00098
05/07/2007,-0.00817
05/04/2007,-0.00446
05/03/2007,0.01599
05/02/2007,-0.00687
05/01/2007,-0.00505
04/30/2007,-0.01593
04/27/2007,-0.00451
04/26/2007,0.00667
04/25/2007,0.00096
04/24/2007,-0.00324
04/23/2007,-0.00705
04/20/2007,0.02296
04/19/2007,-0.00916
04/18/2007,0.00679
04/17/2007,-0.00310
04/16/2007,0.01711
04/13/2007,-0.00235
04/12/2007,0.00616
04/11/2007,-0.00422
04/10/2007,-0.00365
04/09/2007,-0.00700
04/05/2007,0.00104
04/04/2007,-0.00334
04/03/2007,0.03069
04/02/2007,0.00081
03/30/2007,-0.00599
03/29/2007,-0.00208
03/28/2007,-0.00375
03/27/2007,-0.00297
03/26/2007,0.00686
03/23/2007,-0.00045
03/22/2007,0.01203
03/21/2007,0.02531
03/20/2007,-0.00436
03/19/2007,0.01447
03/16/2007,-0.01197
03/15/2007,-0.00404
03/14/2007,0.01122
03/13/2007,-0.02577
03/12/2007,0.00395
03/09/2007,-0.00387
03/08/2007,-0.00202
03/07/2007,-0.00417
03/06/2007,0.03765
03/05/2007,0.00517
03/02/2007,-0.02131
03/01/2007,-0.00271
02/28/2007,0.00152
02/27/2007,-0.03476
02/26/2007,-0.01209
02/23/2007,-0.01099
02/22/2007,-0.00002
02/21/2007,0.00796
02/20/2007,0.00460
02/16/2007,0.01835
02/15/2007,-0.00957
02/14/2007,0.01488
02/13/2007,0.00177
02/12/2007,-0.00779
02/09/2007,-0.01940
02/08/2007,0.00217
02/07/2007,-0.00312
02/06/2007,0.00925
02/05/2007,-0.02978
02/02/2007,-0.00052
02/01/2007,-0.03938
01/31/2007,0.01453
01/30/2007,0.00376
01/29/2007,-0.00680
01/26/2007,0.01588
01/25/2007,-0.02200
01/24/2007,0.04179
01/23/2007,-0.00372
01/22/2007,-0.01819
01/19/2007,0.00394
01/18/2007,-0.01900
01/17/2007,-0.01388
01/16/2007,-0.00143
01/12/2007,0.01057
01/11/2007,0.02096
01/10/2007,0.00816
01/09/2007,0.00397
01/08/2007,-0.00741
01/05/2007,0.00813
01/04/2007,0.03351
01/03/2007,0.01544
12/29/2006,-0.00450
12/28/2006,-0.01169
12/27/2006,0.02295
12/26/2006,0.00428
12/22/2006,-0.00136
12/21/2006,-0.01447
12/20/2006,-0.01223
12/19/2006,0.01260
12/18/2006,-0.03644
12/15/2006,-0.00377
12/14/2006,0.00653
12/13/2006,-0.00579
12/12/2006,-0.00444
12/11/2006,-0.00037
12/08/2006,0.00305
12/07/2006,-0.01242
12/06/2006,0.00351
12/05/2006,0.00443
12/04/2006,0.00842
12/01/2006,-0.00827
11/30/2006,0.00033
11/29/2006,-0.00991
11/28/2006,0.00980
11/27/2006,-0.04010
11/24/2006,-0.00593
11/22/2006,-0.00322
11/21/2006,0.02949
11/20/2006,-0.00750
11/17/2006,0.00583
11/16/2006,0.00807
11/15/2006,0.00538
11/14/2006,0.01719
11/13/2006,0.01580
11/10/2006,0.00195
11/09/2006,-0.00499
11/08/2006,0.00514
11/07/2006,-0.00918
11/06/2006,0.01092
11/03/2006,0.00402
11/02/2006,0.00516
11/01/2006,-0.01866
10/31/2006,-0.00038
10/30/2006,0.00288
10/27/2006,-0.02041
10/26/2006,-0.00308
10/25/2006,0.02808
10/24/2006,-0.01554
10/23/2006,0.04592
10/20/2006,0.07889
10/19/2006,0.01610
10/18/2006,-0.00316
10/17/2006,-0.00263
10/16/2006,-0.01299
10/13/2006,-0.00033
10/12/2006,0.00220
10/11/2006,-0.00035
10/10/2006,-0.00548
10/09/2006,0.02021
10/06/2006,0.02110
10/05/2006,-0.00936
10/04/2006,0.02886
10/03/2006,0.00648
10/02/2006,-0.00114
09/29/2006,-0.00416
09/28/2006,0.00164
09/27/2006,-0.00971
09/26/2006,0.00715
09/25/2006,0.00050
09/22/2006,-0.00755
09/21/2006,0.02481
09/20/2006,-0.01686
09/19/2006,-0.02624
09/18/2006,0.01174
09/15/2006,0.01460
09/14/2006,-0.00637
09/13/2006,0.03743
09/12/2006,0.02033
09/11/2006,0.01651
09/08/2006,-0.00169
09/07/2006,-0.00434
09/06/2006,-0.01098
09/05/2006,0.01521
09/01/2006,0.00018
08/31/2006,-0.00583
08/30/2006,0.00475
08/29/2006,-0.00525
08/28/2006,0.02060
08/25/2006,-0.00126
08/24/2006,0.00080
08/23/2006,-0.01285
08/22/2006,0.00262
08/21/2006,-0.01581
08/18/2006,-0.00632
08/17/2006,-0.00495
08/16/2006,0.01772
08/15/2006,0.03124
08/14/2006,0.00252
08/11/2006,-0.01523
08/10/2006,-0.00727
08/09/2006,-0.01066
08/08/2006,0.00807
08/07/2006,0.01097
08/04/2006,-0.00410
08/03/2006,0.02222
08/02/2006,-0.02205
08/01/2006,-0.02869
07/31/2006,-0.00392
07/28/2006,0.01496
07/27/2006,-0.00804
07/26/2006,-0.00991
07/25/2006,-0.00394
07/24/2006,0.00203
07/21/2006,0.00772
07/20/2006,-0.02977
07/19/2006,-0.01005
07/18/2006,-0.01187
07/17/2006,0.01088
07/14/2006,-0.01304
07/13/2006,-0.02018
07/12/2006,-0.01722
07/11/2006,0.01521
07/10/2006,-0.00535
07/07/2006,-0.00647
07/06/2006,0.00410
07/05/2006,-0.00411
07/03/2006,0.00923
06/30/2006,0.00364
06/29/2006,0.02881
06/28/2006,0.00942
06/27/2006,-0.00470
06/26/2006,-0.00158
06/23/2006,0.01228
06/22/2006,-0.00542
06/21/2006,0.03864
06/20/2006,-0.00250
06/19/2006,-0.00655
06/16/2006,-0.00077
06/15/2006,0.01720
06/14/2006,-0.00551
06/13/2006,0.01305
06/12/2006,-0.01301
06/09/2006,-0.01711
06/08/2006,0.01757
06/07/2006,-0.00892
06/06/2006,0.04153
06/05/2006,-0.01318
06/02/2006,-0.00831
06/01/2006,0.02905
05/31/2006,-0.00032
05/30/2006,-0.02468
05/26/2006,-0.00428
05/25/2006,0.00456
05/24/2006,0.01510
05/23/2006,0.01248
05/22/2006,0.00251
05/19/2006,-0.00261
05/18/2006,-0.00937
05/17/2006,0.00862
05/16/2006,-0.01302
05/15/2006,0.00553
05/12/2006,-0.03326
05/11/2006,-0.03965
05/10/2006,-0.01424
05/09/2006,0.03551
05/08/2006,0.00122
05/05/2006,-0.00114
05/04/2006,0.00147
05/03/2006,-0.00160
05/02/2006,-0.01028
05/01/2006,-0.04556
04/28/2006,-0.00498
04/27/2006,-0.01394
04/26/2006,-0.00279
04/25/2006,-0.03028
04/24/2006,0.00778
04/21/2006,0.05325
04/20/2006,0.01096
04/19/2006,0.01549
04/18/2006,-0.00634
04/17/2006,0.01159
04/13/2006,-0.01660
04/12/2006,-0.00173
04/11/2006,-0.01614
04/10/2006,0.02516
04/07/2006,-0.01221
04/06/2006,0.00782
04/05/2006,0.00903
04/04/2006,0.03757
04/03/2006,-0.00077
03/31/2006,0.00402
03/30/2006,-0.01656
03/29/2006,0.04714
03/28/2006,0.02031
03/27/2006,0.01063
03/24/2006,0.06993
03/23/2006,0.00491
03/22/2006,0.00088
03/21/2006,-0.02375
03/20/2006,0.02472
03/17/2006,0.00301
03/16/2006,-0.01663
03/15/2006,-0.01897
03/14/2006,0.04183
03/13/2006,-0.00130
03/10/2006,-0.01603
03/09/2006,-0.03074
03/08/2006,-0.02900
03/07/2006,-0.00992
03/06/2006,-0.02665
03/03/2006,0.00460
03/02/2006,0.03194
03/01/2006,0.00601
02/28/2006,-0.07111
02/27/2006,0.03439
02/24/2006,-0.00177
02/23/2006,0.03442
02/22/2006,-0.00300
02/21/2006,-0.00586
02/17/2006,0.00625
02/16/2006,0.07033
02/15/2006,-0.00274
02/14/2006,-0.00688
02/13/2006,-0.04663
02/10/2006,0.01070
02/09/2006,-0.02793
02/08/2006,0.00315
02/07/2006,-0.04461
02/06/2006,0.00930
02/03/2006,-0.03659
02/02/2006,-0.01429
02/01/2006,-0.07137
01/31/2006,0.01368
01/30/2006,-0.01539
01/27/2006,-0.00180
01/26/2006,0.00293
01/25/2006,-0.02264
01/24/2006,0.03633
01/23/2006,0.07019
01/20/2006,-0.08475
01/19/2006,-0.01902
01/18/2006,-0.04753
01/17/2006,0.00184
01/13/2006,0.00565
01/12/2006,-0.01696
01/11/2006,0.00398
01/10/2006,0.00613
01/09/2006,0.00266
01/06/2006,0.03196
01/05/2006,0.01348
01/04/2006,0.02300
01/03/2006,0.04910
12/30/2005,-0.01259
12/29/2005,-0.01533
12/28/2005,0.00483
12/27/2005,-0.01460
12/23/2005,-0.00257
12/22/2005,0.01339
12/21/2005,-0.00794
12/20/2005,0.01211
12/19/2005,-0.01290
12/16/2005,0.01799
12/15/2005,0.00857
12/14/2005,0.00352
12/13/2005,0.01183
12/12/2005,0.00833
12/09/2005,-0.00353
12/08/2005,0.01591
12/07/2005,-0.00079
12/06/2005,-0.00323
12/05/2005,-0.02837
12/02/2005,0.00872
12/01/2005,0.02267
11/30/2005,0.00339
11/29/2005,-0.04709
11/28/2005,-0.01199
11/25/2005,0.01362
11/23/2005,0.01534
11/22/2005,0.01737
11/21/2005,0.02286
11/18/2005,-0.00803
11/17/2005,0.01331
11/16/2005,0.01362
11/15/2005,-0.01050
11/14/2005,0.01683
11/11/2005,-0.00179
11/10/2005,0.03152
11/09/2005,-0.02757
11/08/2005,-0.01299
11/07/2005,0.01178
11/04/2005,0.01161
11/03/2005,0.01651
11/02/2005,0.00079
11/01/2005,0.01946
10/31/2005,0.03900
10/28/2005,0.01447
10/27/2005,-0.00670
10/26/2005,0.02459
10/25/2005,-0.00499
10/24/2005,0.02574
10/21/2005,0.12104
10/20/2005,-0.01782
